10. НАСЕЛЕНИЕ ОТДЕЛЬНЫХ НАЦИОНАЛЬНОСТЕЙ ПО ВОЗРАСТНЫМ ГРУППАМ, ПОЛУ И УРОВНЮ ОБРАЗОВАНИЯ												
												
												
	Численность населения соответ-ствующей националь-ности	в том числе имеют образование								Не имеют начального общего образования	из них негра-мотные	Не указавшие уровень образования
		профессиональное					общее					
		послевузов-ское	высшее	неполное высшее	среднее	начальное	среднее (полное)	основное	начальное			
												
Все население в возрасте 15 лет и более												
20-24	57619.0	63.0	5482.0	5592.0	15626.0	9243.0	13009.0	7418.0	1014.0	148.0	124.0	24.0
25-29	46848.0	147.0	7416.0	1633.0	14765.0	8156.0	8915.0	5213.0	471.0	106.0	86.0	26.0
30-34	32540.0	86.0	4823.0	840.0	12416.0	6045.0	5811.0	2140.0	258.0	100.0	92.0	21.0
35-39	37363.0	91.0	5204.0	652.0	14195.0	7253.0	7608.0	1956.0	256.0	129.0	108.0	19.0
40-44	55434.0	100.0	6820.0	638.0	20101.0	12099.0	11702.0	3348.0	476.0	126.0	106.0	24.0
45-49	61280.0	98.0	7534.0	592.0	20916.0	13722.0	11573.0	5635.0	1050.0	138.0	112.0	22.0
50-54	52791.0	154.0	7706.0	547.0	17141.0	10034.0	8837.0	6508.0	1706.0	129.0	95.0	29.0
55-59	14122.0	71.0	2361.0	173.0	3868.0	2046.0	1832.0	2309.0	1382.0	69.0	46.0	11.0
60-64	33282.0	57.0	3000.0	196.0	5335.0	3303.0	2563.0	7065.0	10944.0	814.0	430.0	5.0
65-69	26942.0	53.0	1757.0	104.0	3047.0	1767.0	1325.0	4460.0	11862.0	2560.0	1464.0	7.0
70 и более	52382.0	59.0	1590.0	277.0	3134.0	1753.0	1947.0	7967.0	29081.0	6548.0	3860.0	26.0
Возраст не указан	38.0	-	6.0	1.0	8.0	5.0	3.0	1.0	2.0	-	-	12.0
Кабардинцы	392478.0	1254.0	59327.0	15420.0	101155.0	39274.0	98129.0	50794.0	22670.0	4406.0	3494.0	49.0
в том числе в возрасте, лет:												
15-17	32808.0	-	-	6.0	264.0	303.0	9186.0	21308.0	1639.0	99.0	67.0	3.0
18-19	22573.0	-	3.0	2011.0	1852.0	1174.0	15563.0	1835.0	96.0	38.0	33.0	1.0
20-24	50352.0	91.0	7196.0	8313.0	12184.0	4158.0	15223.0	2871.0	222.0	87.0	78.0	7.0
25-29	40066.0	190.0	10498.0	1505.0	11906.0	4578.0	8805.0	2328.0	174.0	79.0	68.0	3.0
30-34	39483.0	151.0	8120.0	904.0	13845.0	5750.0	8587.0	1861.0	200.0	60.0	54.0	5.0
35-39	43201.0	161.0	7715.0	839.0	15979.0	6328.0	9879.0	1979.0	241.0	72.0	65.0	8.0
40-44	42263.0	157.0	7910.0	624.0	15735.0	5798.0	9637.0	2058.0	272.0	63.0	56.0	9.0
45-49	29890.0	141.0	5978.0	402.0	10856.0	3826.0	6393.0	1944.0	299.0	46.0	42.0	5.0
50-54	21559.0	121.0	4374.0	313.0	7166.0	2506.0	4425.0	2133.0	481.0	38.0	36.0	2.0
55-59	12808.0	68.0	2252.0	165.0	3628.0	1312.0	2552.0	1851.0	924.0	54.0	41.0	2.0
60-64	21745.0	83.0	2674.0	136.0	4120.0	1861.0	4211.0	4411.0	3965.0	283.0	191.0	1.0
65-69	15333.0	49.0	1431.0	81.0	1980.0	975.0	2117.0	3096.0	5014.0	589.0	445.0	1.0
70 и более	20397.0	42.0	1176.0	121.0	1640.0	705.0	1551.0	3119.0	9143.0	2898.0	2318.0	2.0
Возраст не указан	8.0	-	-	-	2.0	-	2.0	1.0	-	-	-	3.0
Осетины	412026.0	1667.0	89277.0	20934.0	102314.0	40521.0	80062.0	47595.0	25834.0	3183.0	2172.0	639.0
в том числе в возрасте, лет:												
15-17	27235.0	-	-	26.0	569.0	425.0	7019.0	17221.0	1872.0	74.0	23.0	29.0
18-19	17805.0	-	3.0	3108.0	1790.0	1009.0	10130.0	1573.0	144.0	24.0	15.0	24.0
20-24	39968.0	126.0	7673.0	8523.0	7893.0	3562.0	9616.0	2139.0	314.0	66.0	45.0	56.0
25-29	38338.0	251.0	11957.0	2481.0	10295.0	4461.0	6639.0	1841.0	291.0	64.0	54.0	58.0
30-34	38271.0	183.0	10777.0	1614.0	12306.0	5126.0	6451.0	1399.0	303.0	55.0	41.0	57.0
35-39	40540.0	187.0	11627.0	1358.0	13566.0	5239.0	6697.0	1401.0	347.0	60.0	47.0	58.0
40-44	41244.0	164.0	12006.0	1039.0	13932.0	5247.0	6854.0	1510.0	364.0	50.0	39.0	78.0
45-49	31828.0	161.0	9093.0	690.0	10614.0	3824.0	5293.0	1639.0	410.0	47.0	37.0	57.0
50-54	26723.0	154.0	7685.0	611.0	8541.0	2947.0	4427.0	1709.0	547.0	46.0	30.0	56.0
55-59	16658.0	90.0	4394.0	331.0	4786.0	1751.0	2793.0	1662.0	764.0	42.0	28.0	45.0
60-64	30033.0	138.0	5785.0	424.0	7553.0	2907.0	5323.0	4345.0	3356.0	154.0	93.0	48.0
65-69	24687.0	91.0	3484.0	261.0	4952.0	2034.0	3982.0	4478.0	5035.0	337.0	216.0	33.0
70 и более	38696.0	122.0	4793.0	468.0	5517.0	1989.0	4838.0	6678.0	12087.0	2164.0	1504.0	40.0
Возраст не указан	202.0	1.0	20.0	8.0	9.0	3.0	5.0	7.0	4.0	3.0	1.0	142.0
Даргинцы	359677.0	762.0	33870.0	13917.0	45202.0	18698.0	111710.0	83693.0	45082.0	6678.0	5303.0	65.0
в том числе в возрасте, лет:												
15-17	35188.0	-	-	5.0	323.0	261.0	7487.0	23057.0	3895.0	146.0	94.0	14.0
18-19	23922.0	-	2.0	2463.0	1203.0	611.0	13610.0	4535.0	1401.0	95.0	61.0	2.0
20-24	48914.0	57.0	3877.0	7455.0	5062.0	2152.0	17862.0	9136.0	3144.0	159.0	117.0	10.0
25-29	41411.0	120.0	5299.0	1381.0	5749.0	2554.0	15634.0	8302.0	2250.0	115.0	79.0	7.0
30-34	41776.0	119.0	4923.0	832.0	7743.0	3299.0	15609.0	6980.0	2121.0	140.0	100.0	10.0
35-39	40576.0	102.0	4950.0	585.0	7869.0	3074.0	14876.0	6674.0	2278.0	161.0	114.0	7.0
40-44	36628.0	108.0	5042.0	455.0	6562.0	2658.0	12162.0	6939.0	2529.0	170.0	119.0	3.0
45-49	23106.0	70.0	3484.0	242.0	4050.0	1595.0	5984.0	5191.0	2375.0	112.0	69.0	3.0
50-54	15479.0	56.0	2514.0	202.0	2600.0	953.0	3438.0	3499.0	2099.0	115.0	75.0	3.0
55-59	7586.0	47.0	1124.0	84.0	1130.0	363.0	1381.0	1727.0	1608.0	121.0	76.0	1.0
60-64	12331.0	39.0	1285.0	84.0	1201.0	529.0	1578.0	2829.0	4321.0	464.0	341.0	1.0
65-69	12969.0	21.0	824.0	68.0	867.0	361.0	1122.0	2431.0	6308.0	965.0	739.0	2.0
70 и более	19791.0	23.0	546.0	61.0	843.0	288.0	967.0	2393.0	10753.0	3915.0	3319.0	2.0
Возраст не указан	45.0	1.0	3.0	1.0	3.0	2.0	7.0	8.0	4.0	1.0	1.0	15.0
Буряты	337950.0	1311.0	73220.0	15942.0	71259.0	27689.0	80916.0	44177.0	19332.0	3951.0	2677.0	153.0
в том числе в возрасте, лет:												
15-17	31026.0	-	-	12.0	287.0	214.0	7236.0	20952.0	2157.0	159.0	127.0	9.0
18-19	18779.0	-	-	1654.0	1595.0	1111.0	11898.0	2171.0	243.0	101.0	83.0	6.0
20-24	40555.0	62.0	5249.0	6593.0	8164.0	3585.0	13170.0	3063.0	449.0	201.0	162.0	19.0
25-29	34407.0	186.0	8938.0	2186.0	8200.0	3451.0	8741.0	2296.0	235.0	153.0	124.0	21.0
30-34	30262.0	131.0	8008.0	1406.0	8533.0	3173.0	7406.0	1316.0	169.0	107.0	89.0	13.0
35-39	33930.0	140.0	10087.0	1207.0	9705.0	3581.0	7660.0	1204.0	201.0	133.0	112.0	12.0
40-44	38673.0	159.0	11532.0	980.0	10663.0	4052.0	9229.0	1663.0	254.0	129.0	106.0	12.0
45-49	31996.0	147.0	9688.0	735.0	8736.0	3256.0	6880.0	2042.0	365.0	134.0	100.0	13.0
50-54	23291.0	146.0	7872.0	482.0	6196.0	2003.0	4312.0	1770.0	410.0	92.0	64.0	8.0
55-59	10103.0	93.0	3540.0	216.0	2411.0	849.0	1410.0	983.0	549.0	47.0	35.0	5.0
60-64	14291.0	105.0	4084.0	197.0	2768.0	1080.0	1428.0	2185.0	2255.0	186.0	123.0	3.0
65-69	10173.0	61.0	2192.0	91.0	1734.0	612.0	668.0	1587.0	2888.0	334.0	210.0	6.0
70 и более	20464.0	81.0	2030.0	183.0	2267.0	722.0	878.0	2945.0	9157.0	2175.0	1342.0	26.0
Возраст не указан	36.0	-	3.0	1.0	6.0	-	6.0	3.0	1.0	2.0	1.0	14.0
Якуты	320639.0	1022.0	50680.0	11653.0	78812.0	36597.0	81733.0	36495.0	17925.0	5171.0	3427.0	551.0
в том числе в возрасте, лет:												
15-17	30451.0	-	-	77.0	153.0	146.0	7434.0	19422.0	3053.0	109.0	97.0	57.0
18-19	19825.0	-	9.0	1148.0	1069.0	1077.0	14849.0	1446.0	145.0	69.0	58.0	13.0
20-24	36729.0	45.0	3485.0	4380.0	7337.0	4123.0	15058.0	1794.0	305.0	149.0	128.0	53.0
25-29	29956.0	132.0	5963.0	1622.0	8422.0	4329.0	7491.0	1574.0	233.0	136.0	116.0	54.0
30-34	30403.0	116.0	5648.0	1212.0	9677.0	4754.0	7644.0	995.0	198.0	106.0	92.0	53.0
35-39	35321.0	151.0	7331.0	1039.0	11915.0	5483.0	8129.0	932.0	176.0	112.0	96.0	53.0
40-44	37852.0	145.0	8101.0	780.0	12602.0	5986.0	8368.0	1334.0	337.0	126.0	106.0	73.0
45-49	30425.0	115.0	6387.0	462.0	10169.0	4729.0	6213.0	1673.0	505.0	118.0	93.0	54.0
50-54	20738.0	93.0	5050.0	307.0	6829.0	2759.0	3288.0	1613.0	666.0	88.0	68.0	45.0
55-59	11586.0	59.0	3068.0	192.0	3627.0	1234.0	1415.0	1139.0	703.0	127.0	82.0	22.0
60-64	10695.0	64.0	2474.0	135.0	2638.0	869.0	817.0	1375.0	1938.0	368.0	218.0	17.0
65-69	10749.0	52.0	1815.0	96.0	2232.0	624.0	563.0	1374.0	3023.0	948.0	565.0	22.0
70 и более	15909.0	50.0	1349.0	203.0	2142.0	484.0	464.0	1824.0	6643.0	2715.0	1708.0	35.0
Возраст не указан	32.0	-	2.0	1.0	5.0	-	1.0	3.0	1.0	1.0	1.0	18.0
Кумыки	299370.0	854.0	35719.0	14378.0	59791.0	24277.0	88789.0	51103.0	20846.0	3516.0	2602.0	97.0
в том числе в возрасте, лет:												
15-17	29979.0	-	-	9.0	436.0	368.0	7973.0	19479.0	1586.0	97.0	35.0	31.0
18-19	20272.0	-	-	2604.0	1653.0	931.0	12279.0	2422.0	342.0	35.0	22.0	6.0
20-24	40727.0	58.0	4490.0	7379.0	6817.0	2947.0	14262.0	4033.0	645.0	89.0	65.0	7.0
25-29	32855.0	151.0	5870.0	1487.0	7498.0	3285.0	10552.0	3460.0	482.0	68.0	47.0	2.0
30-34	31461.0	104.0	4802.0	851.0	8809.0	3815.0	9800.0	2770.0	439.0	60.0	40.0	11.0
35-39	32572.0	121.0	4739.0	634.0	9496.0	3788.0	10249.0	2945.0	511.0	81.0	59.0	8.0
40-44	31770.0	119.0	5094.0	536.0	9202.0	3562.0	9085.0	3378.0	695.0	93.0	63.0	6.0
45-49	21962.0	84.0	3732.0	315.0	6288.0	2181.0	5526.0	3001.0	773.0	58.0	28.0	4.0
50-54	15701.0	78.0	2929.0	240.0	4215.0	1330.0	3662.0	2300.0	888.0	56.0	39.0	3.0
55-59	7801.0	27.0	1374.0	117.0	1722.0	642.0	1507.0	1370.0	966.0	72.0	44.0	4.0
60-64	11019.0	54.0	1310.0	92.0	1714.0	691.0	1722.0	2238.0	2931.0	265.0	176.0	2.0
65-69	9586.0	33.0	777.0	52.0	1006.0	427.0	1121.0	1768.0	3825.0	571.0	434.0	6.0
70 и более	13665.0	25.0	602.0	62.0	935.0	310.0	1051.0	1939.0	6763.0	1971.0	1550.0	7.0
Возраст не указан	20.0	-	2.0	3.0	2.0	2.0	6.0	2.0	1.0	-	-	2.0
Ингуши	275042.0	855.0	32474.0	17481.0	40802.0	27082.0	86320.0	39926.0	19363.0	10123.0	7062.0	616.0
в том числе в возрасте, лет:												
15-17	27710.0	-	-	8.0	578.0	516.0	6472.0	17389.0	2513.0	94.0	19.0	140.0
18-19	18173.0	-	3.0	2994.0	1901.0	1070.0	9932.0	1841.0	372.0	35.0	19.0	25.0
20-24	40352.0	97.0	4521.0	7001.0	5609.0	3831.0	15554.0	2884.0	736.0	70.0	33.0	49.0
25-29	33071.0	157.0	6275.0	2801.0	5682.0	3894.0	11267.0	2282.0	583.0	87.0	30.0	43.0
30-34	31877.0	175.0	5671.0	1747.0	6524.0	4397.0	10400.0	2210.0	583.0	114.0	46.0	56.0
35-39	29037.0	130.0	5024.0	1130.0	6181.0	4071.0	9445.0	2256.0	655.0	100.0	46.0	45.0
40-44	28055.0	115.0	4384.0	812.0	5911.0	3981.0	8966.0	2637.0	1047.0	168.0	69.0	34.0
45-49	19605.0	75.0	2722.0	469.0	3908.0	2477.0	6048.0	2388.0	1298.0	196.0	84.0	24.0
50-54	12611.0	40.0	1690.0	230.0	2101.0	1340.0	3554.0	1880.0	1407.0	348.0	139.0	21.0
55-59	6835.0	18.0	812.0	122.0	910.0	574.0	1499.0	1127.0	1375.0	383.0	196.0	15.0
60-64	9335.0	31.0	831.0	85.0	762.0	490.0	1400.0	1394.0	2911.0	1399.0	880.0	32.0
65-69	7700.0	10.0	354.0	39.0	395.0	264.0	976.0	865.0	2643.0	2114.0	1503.0	40.0
70 и более	10681.0	7.0	187.0	43.0	340.0	177.0	807.0	773.0	3240.0	5015.0	3998.0	92.0
Возраст не указан	193.0	-	2.0	4.0	6.0	1.0	20.0	5.0	10.0	6.0	2.0	139.0
Лезгины	298115.0	1007.0	42136.0	14660.0	57891.0	20922.0	103342.0	38351.0	16518.0	3178.0	2496.0	110.0
в том числе в возрасте, лет:												
15-17	29669.0	-	-	12.0	473.0	312.0	8155.0	19140.0	1500.0	58.0	41.0	19.0
18-19	20653.0	-	3.0	2902.0	1654.0	767.0	13674.0	1485.0	135.0	31.0	27.0	2.0
20-24	39175.0	78.0	4674.0	7759.0	6168.0	2324.0	15957.0	1896.0	236.0	74.0	59.0	9.0
25-29	32501.0	165.0	6463.0	1351.0	6973.0	2705.0	12968.0	1554.0	245.0	69.0	44.0	8.0
30-34	32814.0	138.0	5606.0	780.0	8780.0	3311.0	12293.0	1509.0	299.0	85.0	57.0	13.0
35-39	34179.0	119.0	5862.0	607.0	9662.0	3526.0	12351.0	1629.0	339.0	66.0	45.0	18.0
40-44	33607.0	122.0	6589.0	468.0	9377.0	3303.0	11352.0	1877.0	424.0	83.0	60.0	12.0
45-49	21699.0	100.0	4507.0	266.0	6138.0	1955.0	6438.0	1756.0	480.0	47.0	28.0	12.0
50-54	14405.0	100.0	3347.0	208.0	3661.0	1096.0	3867.0	1470.0	601.0	51.0	35.0	4.0
55-59	5838.0	49.0	1461.0	75.0	1291.0	374.0	1276.0	726.0	556.0	30.0	19.0	-
60-64	10128.0	55.0	1747.0	111.0	1563.0	517.0	2027.0	1688.0	2213.0	202.0	142.0	5.0
65-69	10033.0	50.0	1027.0	69.0	1168.0	421.0	1568.0	1742.0	3472.0	515.0	402.0	1.0
70 и более	13414.0	31.0	850.0	52.0	983.0	311.0	1416.0	1879.0	6018.0	1867.0	1537.0	7.0
Возраст не указан	21.0	-	1.0	2.0	7.0	-	3.0	3.0	1.0	1.0	1.0	3.0
Коми	249696.0	440.0	26106.0	4556.0	71927.0	43361.0	33094.0	44900.0	22188.0	3030.0	1709.0	94.0
в том числе в возрасте, лет:												
15-17	15255.0	-	-	-	37.0	123.0	1545.0	11382.0	2047.0	111.0	72.0	10.0
18-19	9006.0	-	-	184.0	806.0	981.0	4489.0	2303.0	184.0	58.0	51.0	1.0
20-24	21512.0	15.0	1517.0	1757.0	6076.0	3998.0	4155.0	3475.0	391.0	121.0	98.0	7.0
25-29	20565.0	58.0	2729.0	620.0	6626.0	3809.0	3372.0	3006.0	258.0	84.0	65.0	3.0
30-34	18635.0	26.0	2308.0	382.0	7104.0	3897.0	2781.0	1858.0	171.0	97.0	78.0	11.0
35-39	24749.0	48.0	3047.0	311.0	9804.0	5545.0	3618.0	2063.0	222.0	83.0	64.0	8.0
40-44	32069.0	63.0	4009.0	348.0	12079.0	7571.0	4536.0	2965.0	372.0	113.0	76.0	13.0
45-49	27555.0	41.0	3557.0	221.0	9921.0	6594.0	3098.0	3489.0	554.0	74.0	50.0	6.0
50-54	21075.0	62.0	3038.0	170.0	7352.0	4217.0	2286.0	3216.0	666.0	58.0	47.0	10.0
55-59	8556.0	33.0	1538.0	87.0	2888.0	1421.0	777.0	1307.0	458.0	45.0	36.0	2.0
60-64	14174.0	34.0	1741.0	122.0	3471.0	2064.0	1044.0	3048.0	2509.0	136.0	71.0	5.0
65-69	13577.0	37.0	1317.0	87.0	2639.0	1533.0	625.0	2779.0	4216.0	339.0	157.0	5.0
70 и более	22968.0	23.0	1305.0	267.0	3124.0	1608.0	768.0	4009.0	10140.0	1711.0	844.0	13.0
Возраст не указан	72.0	-	6.0	1.0	16.0	5.0	6.0	10.0	4.0	5.0	4.0	19.0
Тувинцы	166756.0	194.0	15923.0	3598.0	39050.0	19779.0	45263.0	31304.0	10207.0	1427.0	907.0	11.0
в том числе в возрасте, лет:												
15-17	19040.0	-	-	-	64.0	202.0	2989.0	13836.0	1878.0	70.0	60.0	1.0
18-19	11412.0	-	-	139.0	808.0	1010.0	7272.0	1964.0	169.0	47.0	37.0	3.0
20-24	23563.0	6.0	1031.0	1480.0	4857.0	3515.0	9540.0	2683.0	381.0	68.0	56.0	2.0
25-29	20947.0	26.0	2311.0	632.0	5550.0	3145.0	6577.0	2303.0	314.0	89.0	73.0	-
30-34	20230.0	32.0	2412.0	458.0	6622.0	2774.0	5630.0	1940.0	293.0	67.0	58.0	2.0
35-39	18893.0	31.0	2959.0	379.0	6676.0	2573.0	4329.0	1592.0	279.0	74.0	62.0	1.0
40-44	15776.0	23.0	2368.0	198.0	5444.0	2219.0	3580.0	1515.0	369.0	60.0	48.0	-
45-49	10496.0	19.0	1502.0	97.0	3367.0	1578.0	2224.0	1291.0	364.0	54.0	45.0	-
50-54	7734.0	21.0	1088.0	67.0	2424.0	1171.0	1432.0	1067.0	428.0	35.0	25.0	1.0
55-59	6391.0	14.0	907.0	58.0	1590.0	778.0	891.0	1172.0	917.0	64.0	39.0	-
60-64	6442.0	7.0	841.0	48.0	1048.0	593.0	570.0	1217.0	1944.0	174.0	97.0	-
65-69	2876.0	6.0	316.0	21.0	337.0	155.0	151.0	455.0	1273.0	161.0	90.0	1.0
70 и более	2956.0	9.0	188.0	21.0	263.0	66.0	78.0	269.0	1598.0	464.0	217.0	-
Возраст не указан	5.0	-	-	-	1.0	-	3.0	-	-	-	-	1.0
Евреи	218593.0	5869.0	123053.0	9470.0	37462.0	7357.0	18925.0	10060.0	4391.0	610.0	270.0	1396.0
в том числе в возрасте, лет:												
15-17	4208.0	-	-	63.0	45.0	52.0	1266.0	2419.0	270.0	22.0	7.0	71.0
18-19	3349.0	-	7.0	797.0	227.0	100.0	1987.0	180.0	25.0	11.0	5.0	15.0
20-24	8317.0	72.0	2406.0	2470.0	1026.0	309.0	1647.0	265.0	42.0	29.0	16.0	51.0
25-29	8839.0	258.0	4935.0	678.0	1289.0	366.0	946.0	232.0	57.0	16.0	8.0	62.0
30-34	9612.0	252.0	5295.0	595.0	1787.0	356.0	959.0	204.0	57.0	23.0	14.0	84.0
35-39	9759.0	209.0	5981.0	390.0	1731.0	352.0	787.0	158.0	48.0	25.0	15.0	78.0
40-44	13172.0	331.0	8391.0	452.0	2231.0	426.0	938.0	218.0	67.0	29.0	17.0	89.0
45-49	15149.0	423.0	9772.0	391.0	2661.0	508.0	950.0	214.0	80.0	46.0	22.0	104.0
50-54	19330.0	558.0	12444.0	456.0	3433.0	578.0	1253.0	359.0	102.0	24.0	14.0	123.0
55-59	17741.0	547.0	11404.0	417.0	3199.0	549.0	1037.0	338.0	99.0	21.0	8.0	130.0
60-64	24919.0	788.0	15381.0	530.0	4812.0	790.0	1352.0	731.0	332.0	42.0	17.0	161.0
65-69	24007.0	888.0	15066.0	440.0	4355.0	704.0	1128.0	790.0	461.0	57.0	25.0	118.0
70 и более	60191.0	1543.0	31971.0	1791.0	10666.0	2267.0	4675.0	3952.0	2751.0	265.0	102.0	310.0
Возраст не указан	100.0	1.0	30.0	5.0	16.0	2.0	9.0	1.0	1.0	2.0	-	33.0
Карачаевцы	146931.0	622.0	26718.0	7766.0	21480.0	8514.0	48629.0	17864.0	12451.0	2870.0	2175.0	17.0
в том числе в возрасте, лет:												
15-17	11807.0	-	-	3.0	141.0	111.0	3302.0	7423.0	804.0	22.0	18.0	1.0
18-19	8390.0	-	-	1285.0	546.0	230.0	5690.0	584.0	45.0	9.0	6.0	1.0
20-24	17823.0	48.0	3157.0	3847.0	2196.0	870.0	6615.0	936.0	126.0	27.0	25.0	1.0
25-29	14385.0	125.0	4574.0	845.0	2274.0	923.0	4647.0	873.0	93.0	31.0	23.0	-
30-34	14338.0	95.0	3559.0	482.0	3037.0	1200.0	5171.0	675.0	86.0	30.0	26.0	3.0
35-39	15890.0	86.0	3501.0	380.0	3509.0	1375.0	6100.0	783.0	117.0	35.0	32.0	4.0
40-44	16089.0	82.0	3393.0	333.0	3304.0	1356.0	6491.0	953.0	150.0	24.0	21.0	3.0
45-49	12451.0	62.0	2915.0	206.0	2540.0	941.0	4556.0	993.0	216.0	21.0	19.0	1.0
50-54	7947.0	44.0	2169.0	149.0	1516.0	547.0	2482.0	783.0	241.0	13.0	11.0	3.0
55-59	2931.0	22.0	789.0	63.0	481.0	180.0	675.0	359.0	336.0	26.0	17.0	-
60-64	7437.0	38.0	1417.0	90.0	858.0	354.0	1316.0	1267.0	1865.0	232.0	157.0	-
65-69	7222.0	11.0	824.0	53.0	564.0	241.0	924.0	1008.0	2930.0	667.0	499.0	-
70 и более	10221.0	9.0	420.0	30.0	514.0	186.0	660.0	1227.0	5442.0	1733.0	1321.0	-
Возраст не указан	36.0	-	-	2.0	-	-	2.0	2.0	-	-	-	30.0
Калмыки	134747.0	365.0	24250.0	5627.0	34176.0	10436.0	31456.0	15291.0	10555.0	2535.0	1611.0	56.0
в том числе в возрасте, лет:												
15-17	12085.0	-	-	11.0	73.0	150.0	3271.0	8025.0	521.0	30.0	22.0	4.0
18-19	7366.0	-	1.0	583.0	913.0	481.0	4722.0	606.0	34.0	20.0	18.0	6.0
20-24	14642.0	21.0	2308.0	2592.0	3792.0	1158.0	3940.0	711.0	68.0	41.0	38.0	11.0
25-29	11035.0	45.0	3174.0	672.0	3218.0	1055.0	2201.0	584.0	54.0	26.0	21.0	6.0
30-34	10463.0	32.0	2459.0	411.0	3605.0	1106.0	2395.0	389.0	38.0	22.0	17.0	6.0
35-39	15786.0	50.0	3558.0	457.0	5536.0	1560.0	3991.0	491.0	93.0	45.0	42.0	5.0
40-44	18592.0	47.0	4026.0	362.0	6430.0	1934.0	4843.0	800.0	98.0	48.0	36.0	4.0
45-49	15287.0	52.0	3753.0	248.0	5186.0	1537.0	3456.0	862.0	159.0	29.0	25.0	5.0
50-54	8826.0	36.0	2553.0	162.0	2926.0	723.0	1575.0	661.0	167.0	20.0	15.0	3.0
55-59	2287.0	22.0	741.0	42.0	625.0	147.0	274.0	221.0	196.0	19.0	12.0	-
60-64	4909.0	28.0	877.0	44.0	846.0	226.0	339.0	645.0	1668.0	234.0	143.0	2.0
65-69	5338.0	22.0	540.0	15.0	570.0	208.0	241.0	572.0	2541.0	627.0	388.0	2.0
70 и более	8131.0	10.0	260.0	28.0	456.0	151.0	208.0	724.0	4918.0	1374.0	834.0	2.0
Возраст не указан	11.0	-	1.0	-	1.0	-	2.0	1.0	3.0	2.0	1.0	1.0
Адыгейцы	102753.0	464.0	20600.0	4538.0	25516.0	10504.0	22710.0	10825.0	6078.0	1494.0	1189.0	24.0
в том числе в возрасте, лет:												
15-17	7524.0	-	-	-	66.0	80.0	2171.0	4949.0	226.0	32.0	22.0	-
18-19	4811.0	-	-	565.0	414.0	229.0	3251.0	324.0	18.0	10.0	9.0	-
20-24	9987.0	21.0	2132.0	2085.0	1945.0	770.0	2565.0	379.0	56.0	33.0	28.0	1.0
25-29	8822.0	75.0	2914.0	519.0	2247.0	1040.0	1644.0	326.0	35.0	21.0	18.0	1.0
30-34	8794.0	66.0	2343.0	341.0	2878.0	1240.0	1637.0	217.0	39.0	28.0	27.0	5.0
35-39	10435.0	53.0	2514.0	301.0	3867.0	1521.0	1907.0	212.0	35.0	22.0	20.0	3.0
40-44	11944.0	42.0	2803.0	260.0	4517.0	1677.0	2324.0	255.0	39.0	24.0	22.0	3.0
45-49	9070.0	53.0	2191.0	145.0	3289.0	1213.0	1806.0	306.0	49.0	15.0	13.0	3.0
50-54	6875.0	45.0	1914.0	99.0	2287.0	771.0	1366.0	287.0	82.0	24.0	20.0	-
55-59	3680.0	31.0	1036.0	59.0	936.0	408.0	740.0	296.0	155.0	19.0	14.0	-
60-64	7143.0	36.0	1344.0	75.0	1528.0	717.0	1527.0	991.0	851.0	71.0	45.0	3.0
65-69	5295.0	26.0	774.0	53.0	817.0	423.0	961.0	910.0	1155.0	174.0	127.0	2.0
70 и более	8373.0	16.0	635.0	36.0	725.0	415.0	811.0	1373.0	3338.0	1021.0	824.0	3.0
Возраст не указан	24.0	-	-	-	3.0	-	-	-	-	-	-	21.0
Коми-пермяки	108892.0	98.0	7775.0	1241.0	29881.0	24338.0	11915.0	17171.0	14342.0	2095.0	1132.0	36.0
в том числе в возрасте, лет:												
15-17	5489.0	-	-	-	38.0	172.0	732.0	3932.0	579.0	32.0	29.0	4.0
18-19	3118.0	-	-	53.0	596.0	553.0	1075.0	740.0	81.0	19.0	16.0	1.0
20-24	7196.0	4.0	340.0	311.0	2369.0	1835.0	974.0	1174.0	161.0	25.0	22.0	3.0
25-29	8250.0	15.0	654.0	142.0	2906.0	2091.0	1085.0	1175.0	135.0	44.0	40.0	3.0
30-34	8748.0	7.0	745.0	145.0	3533.0	2217.0	1185.0	793.0	77.0	43.0	30.0	3.0
35-39	11265.0	8.0	1019.0	127.0	4451.0	2994.0	1692.0	838.0	97.0	35.0	30.0	4.0
40-44	14357.0	12.0	1305.0	104.0	5472.0	4332.0	1857.0	1043.0	177.0	51.0	41.0	4.0
45-49	12934.0	13.0	1203.0	76.0	4025.0	4396.0	1386.0	1446.0	342.0	44.0	36.0	3.0
50-54	9996.0	18.0	1036.0	81.0	2944.0	3030.0	998.0	1442.0	415.0	30.0	24.0	2.0
55-59	4039.0	7.0	492.0	26.0	995.0	946.0	322.0	749.0	482.0	19.0	13.0	1.0
60-64	6722.0	8.0	520.0	29.0	993.0	909.0	317.0	1582.0	2273.0	89.0	41.0	2.0
65-69	5234.0	2.0	228.0	35.0	654.0	453.0	136.0	867.0	2619.0	237.0	126.0	3.0
70 и более	11544.0	4.0	233.0	112.0	905.0	410.0	156.0	1390.0	6904.0	1427.0	684.0	3.0
Возраст не указан	9.0	-	-	-	3.0	-	2.0	-	1.0	-	-	3.0
Балкарцы	84956.0	347.0	16362.0	4625.0	19355.0	6633.0	20131.0	9470.0	6812.0	1211.0	836.0	10.0
в том числе в возрасте, лет:												
