11. ЗАНЯТОЕ НАСЕЛЕНИЕ В ВОЗРАСТЕ 15-64 ЛЕТ ПО ЗАНЯТИЯМ И  ПОЛОЖЕНИЮ В ЗАНЯТИИ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ								
								
								
	Всего	в том числе по положению в занятии						
		работаюшие по найму	работающие не по найму	из них				не указавшие положение в занятии
				с привлечением наемных работников	без привлечения наемных работников	иное	не указавшие привлечение наемных работников	
Центральный федеральный округ								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	78538.0	65768.0	12688.0	6910.0	5193.0	415.0	170.0	82.0
специалисты высшего уровня квалификации	91391.0	89955.0	1352.0	227.0	888.0	169.0	68.0	84.0
специалисты среднего уровня квалификации	83076.0	81591.0	1412.0	279.0	953.0	143.0	37.0	73.0
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	18190.0	18014.0	171.0	26.0	125.0	15.0	5.0	5.0
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	87555.0	79926.0	7517.0	1021.0	5901.0	379.0	216.0	112.0
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	8487.0	7733.0	754.0	163.0	531.0	38.0	22.0	-
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	134645.0	132055.0	2451.0	387.0	1755.0	207.0	102.0	139.0
операторы, аппаратчики, машинисты установок и машин	103692.0	100818.0	2766.0	307.0	2145.0	247.0	67.0	108.0
неквалифицированные рабочие	71709.0	70504.0	1142.0	89.0	851.0	164.0	38.0	63.0
занятые на военной службе	3493.0	3493.0						-
лица, неточно указавшие или не указавшие  занятия 	9584.0	9004.0	553.0	147.0	334.0	57.0	15.0	27.0
Ярославская область								
Все население, занятое в экономике 	618059.0	584380.0	33173.0	10407.0	20151.0	1957.0	658.0	506.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	75650.0	60766.0	14850.0	8091.0	6313.0	282.0	164.0	34.0
специалисты высшего уровня квалификации	85841.0	83964.0	1821.0	313.0	1306.0	173.0	29.0	56.0
специалисты среднего уровня квалификации	77082.0	75213.0	1821.0	332.0	1289.0	189.0	11.0	48.0
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	16619.0	16461.0	153.0	20.0	97.0	15.0	21.0	5.0
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	74809.0	68640.0	6138.0	781.0	5051.0	174.0	132.0	31.0
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	9824.0	8823.0	997.0	127.0	551.0	278.0	41.0	4.0
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	119680.0	116877.0	2716.0	292.0	2195.0	167.0	62.0	87.0
операторы, аппаратчики, машинисты установок и машин	86068.0	82944.0	3074.0	243.0	2362.0	394.0	75.0	50.0
неквалифицированные рабочие	63220.0	61988.0	1172.0	103.0	751.0	236.0	82.0	60.0
занятые на военной службе	2632.0	2632.0						-
лица, неточно указавшие или не указавшие  занятия 	6634.0	6072.0	431.0	105.0	236.0	49.0	41.0	131.0
г. Москва								
Все население, занятое в экономике 	4850351.0	4600724.0	225153.0	73791.0	102637.0	33656.0	15069.0	24474.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	702858.0	624044.0	76439.0	47460.0	20074.0	5596.0	3309.0	2375.0
специалисты высшего уровня квалификации	1055664.0	1016347.0	35123.0	6495.0	19682.0	6455.0	2491.0	4194.0
специалисты среднего уровня квалификации	544974.0	525016.0	17747.0	3528.0	9983.0	2911.0	1325.0	2211.0
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	126126.0	122261.0	3456.0	624.0	2038.0	560.0	234.0	409.0
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	644646.0	614775.0	26942.0	4548.0	15425.0	5161.0	1808.0	2929.0
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	6755.0	6281.0	447.0	88.0	261.0	74.0	24.0	27.0
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	534435.0	515751.0	16104.0	2407.0	9444.0	2979.0	1274.0	2580.0
операторы, аппаратчики, машинисты установок и машин	410072.0	391931.0	16496.0	1474.0	10578.0	3256.0	1188.0	1645.0
неквалифицированные рабочие	292331.0	282342.0	8704.0	1384.0	4850.0	1731.0	739.0	1285.0
занятые на военной службе	38716.0	38716.0						-
лица, неточно указавшие или не указавшие  занятия 	493774.0	463260.0	23695.0	5783.0	10302.0	4933.0	2677.0	6819.0
Северо-Западный федеральный округ								
Все население, занятое в экономике 	6032334.0	5740928.0	285307.0	95212.0	153552.0	25109.0	11434.0	6099.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	736733.0	618368.0	117687.0	70648.0	39568.0	4497.0	2974.0	678.0
специалисты высшего уровня квалификации	925285.0	899989.0	24276.0	4143.0	15140.0	3616.0	1377.0	1020.0
специалисты среднего уровня квалификации	819278.0	797673.0	20885.0	4413.0	12873.0	2592.0	1007.0	720.0
