4. НАСЕЛЕНИЕ КОРЕННЫХ МАЛОЧИСЛЕННЫХ НАРОДОВ ПО ВОЗРАСТНЫМ ГРУППАМ, ПОЛУ И СОСТОЯНИЮ В БРАКЕ																
																
	Мужчины	в том числе							Женщины	в том числе						
		состоящие в браке	из них		никогда не состоявшие в браке	вдовые	разошедшиеся	не указавшие состояние в браке		состоящие в браке	из них		никогда не состоявшие в браке	вдовые	разошедшиеся	не указавшие состояние в браке
			в зарегистри-рованном браке	в незарегистри-рованном браке							в зарегистри-рованном браке	в незарегистри-рованном браке				
Городское и сельское население КМН в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке																
Эвены	1325.0	549.0	443.0	106.0	655.0	36.0	80.0	5.0	2913.0	1332.0	1011.0	321.0	967.0	327.0	279.0	8.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	129.0	-	-	-	127.0	-	-	2.0	195.0	4.0	-	4.0	189.0	-	-	2.0
18 – 19	129.0	2.0	1.0	1.0	126.0	-	-	1.0	192.0	30.0	11.0	19.0	162.0	-	-	-
20 – 29	436.0	132.0	92.0	40.0	288.0	-	15.0	1.0	797.0	360.0	235.0	125.0	385.0	13.0	38.0	1.0
30 – 39	249.0	158.0	123.0	35.0	65.0	1.0	25.0	-	665.0	410.0	317.0	93.0	113.0	33.0	108.0	1.0
40 – 49	178.0	118.0	100.0	18.0	36.0	5.0	19.0	-	512.0	315.0	261.0	54.0	69.0	50.0	76.0	2.0
50 – 59	109.0	74.0	67.0	7.0	8.0	10.0	16.0	1.0	284.0	142.0	123.0	19.0	29.0	77.0	36.0	-
60 – 69	67.0	50.0	45.0	5.0	2.0	10.0	5.0	-	183.0	58.0	52.0	6.0	14.0	91.0	18.0	2.0
70 и более	27.0	15.0	15.0	-	2.0	10.0	-	-	85.0	13.0	12.0	1.0	6.0	63.0	3.0	-
возраст не указан	1.0	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-
Энцы	4.0	3.0	2.0	1.0	1.0	-	-	-	14.0	5.0	4.0	1.0	6.0	1.0	2.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	-	-	-	-	-	-	-	-	1.0	-	-	-	1.0	-	-	-
18 – 19	1.0	1.0	1.0	-	-	-	-	-	1.0	-	-	-	1.0	-	-	-
20 – 29	1.0	-	-	-	1.0	-	-	-	2.0	1.0	-	1.0	1.0	-	-	-
30 – 39	2.0	2.0	1.0	1.0	-	-	-	-	1.0	1.0	1.0	-	-	-	-	-
40 – 49	-	-	-	-	-	-	-	-	6.0	3.0	3.0	-	1.0	1.0	1.0	-
50 – 59	-	-	-	-	-	-	-	-	3.0	-	-	-	2.0	-	1.0	-
60 – 69	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
70 и более	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Эскимосы	105.0	37.0	27.0	10.0	50.0	2.0	11.0	5.0	178.0	80.0	63.0	17.0	66.0	14.0	17.0	1.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	10.0	-	-	-	7.0	-	-	3.0	12.0	-	-	-	12.0	-	-	-
18 – 19	14.0	-	-	-	12.0	-	-	2.0	20.0	1.0	-	1.0	19.0	-	-	-
20 – 29	33.0	11.0	10.0	1.0	20.0	-	2.0	-	49.0	24.0	19.0	5.0	21.0	1.0	2.0	1.0
30 – 39	21.0	11.0	6.0	5.0	6.0	-	4.0	-	37.0	25.0	19.0	6.0	7.0	2.0	3.0	-
40 – 49	21.0	12.0	9.0	3.0	5.0	1.0	3.0	-	29.0	16.0	14.0	2.0	5.0	1.0	7.0	-
50 – 59	6.0	3.0	2.0	1.0	-	1.0	2.0	-	23.0	13.0	10.0	3.0	2.0	3.0	5.0	-
60 – 69	-	-	-	-	-	-	-	-	6.0	1.0	1.0	-	-	5.0	-	-
70 и более	-	-	-	-	-	-	-	-	2.0	-	-	-	-	2.0	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Юкагиры	159.0	86.0	75.0	11.0	52.0	7.0	12.0	2.0	191.0	93.0	70.0	23.0	58.0	22.0	17.0	1.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	11.0	-	-	-	10.0	-	-	1.0	12.0	-	-	-	12.0	-	-	-
18 – 19	17.0	-	-	-	17.0	-	-	-	12.0	1.0	-	1.0	10.0	-	-	1.0
20 – 29	45.0	25.0	19.0	6.0	17.0	-	2.0	1.0	56.0	24.0	17.0	7.0	24.0	1.0	7.0	-
30 – 39	41.0	31.0	28.0	3.0	3.0	1.0	6.0	-	38.0	26.0	19.0	7.0	7.0	1.0	4.0	-
40 – 49	24.0	18.0	16.0	2.0	4.0	-	2.0	-	25.0	19.0	15.0	4.0	2.0	2.0	2.0	-
50 – 59	10.0	6.0	6.0	-	1.0	1.0	2.0	-	26.0	15.0	12.0	3.0	2.0	6.0	3.0	-
60 – 69	6.0	5.0	5.0	-	-	1.0	-	-	12.0	6.0	5.0	1.0	1.0	4.0	1.0	-
70 и более	5.0	1.0	1.0	-	-	4.0	-	-	10.0	2.0	2.0	-	-	8.0	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Сельское население КМН в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке																
Абазины	7577.0	4687.0	4554.0	133.0	2335.0	225.0	330.0	-	7973.0	4482.0	4359.0	123.0	1435.0	1605.0	451.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	440.0	2.0	2.0	-	438.0	-	-	-	379.0	11.0	4.0	7.0	368.0	-	-	-
18 – 19	357.0	3.0	3.0	-	353.0	-	1.0	-	367.0	44.0	40.0	4.0	320.0	-	3.0	-
20 – 29	1438.0	342.0	324.0	18.0	1065.0	-	31.0	-	1313.0	726.0	700.0	26.0	505.0	9.0	73.0	-
30 – 39	1560.0	1085.0	1054.0	31.0	343.0	5.0	127.0	-	1364.0	1092.0	1056.0	36.0	112.0	48.0	112.0	-
40 – 49	1584.0	1351.0	1312.0	39.0	108.0	13.0	112.0	-	1455.0	1163.0	1146.0	17.0	62.0	114.0	116.0	-
50 – 59	682.0	610.0	598.0	12.0	14.0	19.0	39.0	-	687.0	487.0	475.0	12.0	21.0	132.0	47.0	-
60 – 69	905.0	811.0	788.0	23.0	11.0	67.0	16.0	-	1320.0	695.0	678.0	17.0	26.0	535.0	64.0	-
70 и более	611.0	483.0	473.0	10.0	3.0	121.0	4.0	-	1088.0	264.0	260.0	4.0	21.0	767.0	36.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Алеуты	129.0	51.0	42.0	9.0	54.0	5.0	19.0	-	130.0	60.0	43.0	17.0	37.0	14.0	18.0	1.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	5.0	-	-	-	5.0	-	-	-	9.0	-	-	-	8.0	-	-	1.0
18 – 19	3.0	-	-	-	3.0	-	-	-	6.0	-	-	-	6.0	-	-	-
20 – 29	34.0	7.0	5.0	2.0	25.0	1.0	1.0	-	25.0	11.0	6.0	5.0	9.0	-	5.0	-
30 – 39	22.0	10.0	9.0	1.0	8.0	-	4.0	-	22.0	14.0	9.0	5.0	6.0	-	2.0	-
40 – 49	28.0	14.0	12.0	2.0	6.0	-	8.0	-	25.0	14.0	12.0	2.0	1.0	4.0	6.0	-
50 – 59	23.0	15.0	11.0	4.0	7.0	-	1.0	-	30.0	17.0	13.0	4.0	5.0	4.0	4.0	-
60 – 69	12.0	5.0	5.0	-	-	3.0	4.0	-	9.0	3.0	2.0	1.0	2.0	3.0	1.0	-
70 и более	2.0	-	-	-	-	1.0	1.0	-	4.0	1.0	1.0	-	-	3.0	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Бесермяне	920.0	629.0	571.0	58.0	211.0	45.0	35.0	-	942.0	501.0	458.0	43.0	188.0	233.0	20.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	26.0	-	-	-	26.0	-	-	-	25.0	-	-	-	25.0	-	-	-
18 – 19	18.0	-	-	-	18.0	-	-	-	18.0	4.0	2.0	2.0	14.0	-	-	-
20 – 29	121.0	49.0	40.0	9.0	70.0	-	2.0	-	90.0	51.0	40.0	11.0	36.0	1.0	2.0	-
30 – 39	236.0	166.0	151.0	15.0	52.0	1.0	17.0	-	143.0	115.0	109.0	6.0	14.0	8.0	6.0	-
40 – 49	240.0	189.0	175.0	14.0	36.0	5.0	10.0	-	170.0	148.0	137.0	11.0	8.0	11.0	3.0	-
50 – 59	95.0	83.0	78.0	5.0	5.0	3.0	4.0	-	109.0	78.0	74.0	4.0	4.0	23.0	4.0	-
60 – 69	113.0	91.0	81.0	10.0	4.0	17.0	1.0	-	143.0	61.0	57.0	4.0	22.0	58.0	2.0	-
70 и более	71.0	51.0	46.0	5.0	-	19.0	1.0	-	244.0	44.0	39.0	5.0	65.0	132.0	3.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Вепсы	1205.0	802.0	731.0	71.0	222.0	90.0	90.0	1.0	1692.0	800.0	708.0	92.0	152.0	646.0	94.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	23.0	-	-	-	22.0	-	-	1.0	28.0	1.0	-	1.0	27.0	-	-	-
18 – 19	9.0	1.0	-	1.0	8.0	-	-	-	13.0	2.0	-	2.0	11.0	-	-	-
20 – 29	102.0	45.0	34.0	11.0	56.0	-	1.0	-	80.0	45.0	32.0	13.0	31.0	-	4.0	-
30 – 39	151.0	101.0	94.0	7.0	32.0	-	18.0	-	130.0	92.0	76.0	16.0	22.0	3.0	13.0	-
40 – 49	321.0	202.0	178.0	24.0	68.0	9.0	42.0	-	251.0	183.0	159.0	24.0	9.0	21.0	38.0	-
50 – 59	151.0	99.0	88.0	11.0	26.0	10.0	16.0	-	153.0	97.0	87.0	10.0	7.0	36.0	13.0	-
60 – 69	222.0	180.0	173.0	7.0	9.0	21.0	12.0	-	408.0	213.0	199.0	14.0	8.0	169.0	18.0	-
70 и более	226.0	174.0	164.0	10.0	1.0	50.0	1.0	-	629.0	167.0	155.0	12.0	37.0	417.0	8.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Долганы	1653.0	840.0	645.0	195.0	655.0	88.0	69.0	1.0	1997.0	1082.0	798.0	284.0	515.0	295.0	105.0	-
в том числе в возрасте, лет:																
до 16	1.0	1.0	-	1.0		-	-		1.0	1.0	-	1.0		-	-	
16 – 17	128.0	1.0	-	1.0	127.0	-	-	-	141.0	2.0	-	2.0	139.0	-	-	-
18 – 19	78.0	3.0	-	3.0	75.0	-	-	-	67.0	16.0	6.0	10.0	51.0	-	-	-
20 – 29	432.0	160.0	93.0	67.0	264.0	2.0	6.0	-	423.0	266.0	169.0	97.0	139.0	8.0	10.0	-
30 – 39	408.0	262.0	204.0	58.0	110.0	4.0	32.0	-	510.0	344.0	263.0	81.0	93.0	32.0	41.0	-
40 – 49	328.0	236.0	200.0	36.0	59.0	10.0	23.0	-	411.0	267.0	211.0	56.0	57.0	57.0	30.0	-
50 – 59	145.0	109.0	89.0	20.0	11.0	19.0	6.0	-	220.0	127.0	101.0	26.0	18.0	59.0	16.0	-
60 – 69	108.0	57.0	50.0	7.0	9.0	39.0	2.0	1.0	161.0	51.0	43.0	8.0	14.0	90.0	6.0	-
70 и более	25.0	11.0	9.0	2.0	-	14.0	-	-	63.0	8.0	5.0	3.0	4.0	49.0	2.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ижорцы	25.0	21.0	19.0	2.0	-	2.0	2.0	-	103.0	25.0	24.0	1.0	7.0	58.0	13.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
18 – 19	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
20 – 29	1.0	1.0	1.0	-	-	-	-	-	3.0	2.0	1.0	1.0	1.0	-	-	-
30 – 39	-	-	-	-	-	-	-	-	1.0	1.0	1.0	-	-	-	-	-
40 – 49	5.0	3.0	3.0	-	-	-	2.0	-	7.0	1.0	1.0	-	-	3.0	3.0	-
50 – 59	5.0	4.0	4.0	-	-	1.0	-	-	5.0	2.0	2.0	-	-	2.0	1.0	-
60 – 69	4.0	4.0	3.0	1.0	-	-	-	-	26.0	10.0	10.0	-	-	10.0	6.0	-
70 и более	10.0	9.0	8.0	1.0	-	1.0	-	-	61.0	9.0	9.0	-	6.0	43.0	3.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ительмены	661.0	303.0	219.0	84.0	285.0	22.0	51.0	-	723.0	404.0	305.0	99.0	130.0	115.0	72.0	2.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	41.0	-	-	-	41.0	-	-	-	38.0	1.0	-	1.0	36.0	-	1.0	-
18 – 19	37.0	-	-	-	37.0	-	-	-	33.0	11.0	7.0	4.0	22.0	-	-	-
20 – 29	175.0	51.0	32.0	19.0	121.0	1.0	2.0	-	139.0	79.0	48.0	31.0	51.0	2.0	6.0	1.0
30 – 39	144.0	83.0	53.0	30.0	42.0	2.0	17.0	-	129.0	91.0	71.0	20.0	8.0	11.0	19.0	-
40 – 49	146.0	92.0	68.0	24.0	27.0	7.0	20.0	-	158.0	111.0	91.0	20.0	6.0	17.0	23.0	1.0
50 – 59	78.0	47.0	40.0	7.0	13.0	9.0	9.0	-	108.0	70.0	58.0	12.0	4.0	21.0	13.0	-
60 – 69	31.0	26.0	22.0	4.0	3.0	1.0	1.0	-	83.0	33.0	24.0	9.0	3.0	40.0	7.0	-
70 и более	9.0	4.0	4.0	-	1.0	2.0	2.0	-	35.0	8.0	6.0	2.0	-	24.0	3.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Камчадалы	297.0	150.0	116.0	34.0	90.0	14.0	43.0	-	332.0	171.0	143.0	28.0	68.0	52.0	41.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	15.0	-	-	-	15.0	-	-	-	14.0	-	-	-	14.0	-	-	-
18 – 19	11.0	-	-	-	11.0	-	-	-	20.0	2.0	2.0	-	18.0	-	-	-
20 – 29	51.0	14.0	9.0	5.0	35.0	-	2.0	-	49.0	28.0	23.0	5.0	20.0	-	1.0	-
30 – 39	51.0	31.0	23.0	8.0	12.0	-	8.0	-	62.0	40.0	30.0	10.0	6.0	-	16.0	-
40 – 49	91.0	62.0	48.0	14.0	11.0	4.0	14.0	-	76.0	54.0	46.0	8.0	3.0	6.0	13.0	-
50 – 59	40.0	22.0	15.0	7.0	4.0	3.0	11.0	-	57.0	36.0	31.0	5.0	5.0	12.0	4.0	-
60 – 69	28.0	15.0	15.0	-	2.0	4.0	7.0	-	29.0	9.0	9.0	-	2.0	14.0	4.0	-
70 и более	10.0	6.0	6.0	-	-	3.0	1.0	-	25.0	2.0	2.0	-	-	20.0	3.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Кеты	322.0	102.0	56.0	46.0	184.0	14.0	22.0	-	323.0	178.0	112.0	66.0	83.0	47.0	15.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	26.0	-	-	-	26.0	-	-	-	14.0	-	-	-	14.0	-	-	-
18 – 19	20.0	1.0	-	1.0	19.0	-	-	-	19.0	2.0	-	2.0	17.0	-	-	-
20 – 29	77.0	22.0	6.0	16.0	54.0	-	1.0	-	59.0	40.0	20.0	20.0	18.0	-	1.0	-
30 – 39	84.0	34.0	26.0	8.0	45.0	1.0	4.0	-	81.0	59.0	34.0	25.0	13.0	5.0	4.0	-
40 – 49	66.0	23.0	15.0	8.0	30.0	5.0	8.0	-	85.0	57.0	44.0	13.0	11.0	11.0	6.0	-
50 – 59	26.0	15.0	7.0	8.0	6.0	1.0	4.0	-	28.0	14.0	11.0	3.0	3.0	8.0	3.0	-
60 – 69	20.0	6.0	2.0	4.0	4.0	5.0	5.0	-	21.0	5.0	3.0	2.0	5.0	10.0	1.0	-
70 и более	3.0	1.0	-	1.0	-	2.0	-	-	16.0	1.0	-	1.0	2.0	13.0	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Коряки	1974.0	745.0	491.0	254.0	1007.0	118.0	103.0	1.0	2008.0	1085.0	692.0	393.0	551.0	248.0	122.0	2.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	146.0	1.0	-	1.0	144.0	-	-	1.0	113.0	7.0	2.0	5.0	105.0	-	-	1.0
18 – 19	111.0	4.0	1.0	3.0	107.0	-	-	-	97.0	23.0	7.0	16.0	74.0	-	-	-
20 – 29	447.0	101.0	45.0	56.0	338.0	1.0	7.0	-	433.0	231.0	107.0	124.0	175.0	11.0	16.0	-
30 – 39	516.0	233.0	152.0	81.0	238.0	9.0	36.0	-	524.0	345.0	229.0	116.0	105.0	30.0	44.0	-
40 – 49	473.0	262.0	185.0	77.0	139.0	26.0	46.0	-	447.0	307.0	229.0	78.0	59.0	39.0	42.0	-
50 – 59	156.0	83.0	61.0	22.0	29.0	33.0	11.0	-	181.0	102.0	74.0	28.0	17.0	46.0	16.0	-
60 – 69	79.0	48.0	38.0	10.0	9.0	19.0	3.0	-	137.0	61.0	39.0	22.0	8.0	65.0	3.0	-
70 и более	46.0	13.0	9.0	4.0	3.0	30.0	-	-	74.0	8.0	5.0	3.0	8.0	57.0	1.0	-
возраст не указан	-	-	-	-	-	-	-	-	2.0	1.0	-	1.0	-	-	-	1.0
Кумандинцы	512.0	315.0	212.0	103.0	131.0	22.0	42.0	2.0	598.0	340.0	226.0	114.0	103.0	113.0	42.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	14.0	-	-	-	14.0	-	-	-	16.0	1.0	-	1.0	15.0	-	-	-
18 – 19	15.0	1.0	-	1.0	14.0	-	-	-	20.0	7.0	3.0	4.0	13.0	-	-	-
20 – 29	79.0	29.0	23.0	6.0	49.0	-	1.0	-	75.0	39.0	20.0	19.0	29.0	-	7.0	-
30 – 39	103.0	64.0	44.0	20.0	30.0	1.0	8.0	-	99.0	70.0	45.0	25.0	18.0	3.0	8.0	-
40 – 49	147.0	103.0	64.0	39.0	19.0	2.0	21.0	2.0	143.0	118.0	76.0	42.0	6.0	10.0	9.0	-
50 – 59	64.0	51.0	31.0	20.0	2.0	3.0	8.0	-	73.0	47.0	33.0	14.0	5.0	12.0	9.0	-
60 – 69	46.0	37.0	29.0	8.0	3.0	4.0	2.0	-	73.0	37.0	31.0	6.0	5.0	25.0	6.0	-
70 и более	44.0	30.0	21.0	9.0	-	12.0	2.0	-	99.0	21.0	18.0	3.0	12.0	63.0	3.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Манси	1551.0	721.0	533.0	188.0	670.0	75.0	69.0	16.0	1872.0	1044.0	811.0	233.0	437.0	273.0	110.0	8.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	130.0	3.0	-	3.0	119.0	-	-	8.0	125.0	2.0	1.0	1.0	116.0	-	-	7.0
18 – 19	67.0	2.0	-	2.0	63.0	-	-	2.0	92.0	15.0	7.0	8.0	76.0	-	1.0	-
20 – 29	355.0	119.0	72.0	47.0	227.0	1.0	5.0	3.0	389.0	222.0	142.0	80.0	149.0	4.0	14.0	-
30 – 39	398.0	221.0	161.0	60.0	148.0	6.0	23.0	-	432.0	325.0	266.0	59.0	44.0	30.0	33.0	-
40 – 49	352.0	229.0	184.0	45.0	83.0	11.0	26.0	3.0	418.0	303.0	249.0	54.0	26.0	48.0	41.0	-
50 – 59	119.0	79.0	60.0	19.0	21.0	12.0	7.0	-	151.0	103.0	84.0	19.0	6.0	30.0	12.0	-
60 – 69	93.0	55.0	46.0	9.0	8.0	23.0	7.0	-	168.0	52.0	41.0	11.0	15.0	96.0	5.0	-
70 и более	37.0	13.0	10.0	3.0	1.0	22.0	1.0	-	97.0	22.0	21.0	1.0	5.0	65.0	4.0	1.0
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Нагайбаки	2793.0	2060.0	1906.0	154.0	504.0	113.0	116.0	-	3417.0	1970.0	1805.0	165.0	475.0	785.0	187.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	125.0	-	-	-	125.0	-	-	-	134.0	1.0	1.0	-	133.0	-	-	-
18 – 19	88.0	5.0	4.0	1.0	83.0	-	-	-	87.0	14.0	9.0	5.0	72.0	-	1.0	-
20 – 29	328.0	148.0	129.0	19.0	166.0	-	14.0	-	376.0	223.0	196.0	27.0	128.0	5.0	20.0	-
30 – 39	482.0	381.0	354.0	27.0	57.0	1.0	43.0	-	456.0	375.0	349.0	26.0	26.0	24.0	31.0	-
40 – 49	786.0	691.0	638.0	53.0	54.0	8.0	33.0	-	789.0	625.0	579.0	46.0	47.0	57.0	60.0	-
50 – 59	343.0	307.0	295.0	12.0	12.0	10.0	14.0	-	416.0	289.0	264.0	25.0	18.0	82.0	27.0	-
60 – 69	383.0	329.0	302.0	27.0	5.0	39.0	10.0	-	585.0	286.0	264.0	22.0	19.0	246.0	34.0	-
70 и более	258.0	199.0	184.0	15.0	2.0	55.0	2.0	-	574.0	157.0	143.0	14.0	32.0	371.0	14.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Нанайцы	2729.0	1419.0	1052.0	367.0	1057.0	100.0	149.0	4.0	3086.0	1772.0	1251.0	521.0	735.0	373.0	202.0	4.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	208.0	1.0	-	1.0	205.0	-	-	2.0	173.0	8.0	1.0	7.0	162.0	-	-	3.0
18 – 19	147.0	14.0	8.0	6.0	133.0	-	-	-	141.0	28.0	9.0	19.0	113.0	-	-	-
20 – 29	683.0	226.0	119.0	107.0	442.0	1.0	14.0	-	753.0	393.0	220.0	173.0	306.0	8.0	46.0	-
30 – 39	572.0	375.0	283.0	92.0	140.0	3.0	53.0	1.0	652.0	482.0	364.0	118.0	78.0	38.0	54.0	-
40 – 49	646.0	466.0	361.0	105.0	106.0	22.0	52.0	-	674.0	496.0	367.0	129.0	40.0	76.0	62.0	-
50 – 59	249.0	183.0	146.0	37.0	21.0	24.0	20.0	1.0	316.0	215.0	169.0	46.0	26.0	48.0	26.0	1.0
60 – 69	157.0	117.0	103.0	14.0	9.0	25.0	6.0	-	233.0	117.0	93.0	24.0	8.0	97.0	11.0	-
70 и более	67.0	37.0	32.0	5.0	1.0	25.0	4.0	-	144.0	33.0	28.0	5.0	2.0	106.0	3.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Нганасаны	188.0	70.0	38.0	32.0	98.0	15.0	5.0	-	228.0	98.0	63.0	35.0	84.0	37.0	9.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	13.0	-	-	-	13.0	-	-	-	19.0	-	-	-	19.0	-	-	-
18 – 19	10.0	-	-	-	10.0	-	-	-	11.0	2.0	-	2.0	9.0	-	-	-
20 – 29	51.0	8.0	-	8.0	42.0	-	1.0	-	41.0	15.0	6.0	9.0	25.0	1.0	-	-
30 – 39	51.0	28.0	13.0	15.0	20.0	-	3.0	-	60.0	29.0	20.0	9.0	17.0	8.0	6.0	-
40 – 49	29.0	17.0	11.0	6.0	11.0	-	1.0	-	51.0	32.0	22.0	10.0	9.0	8.0	2.0	-
50 – 59	16.0	8.0	7.0	1.0	1.0	7.0	-	-	32.0	17.0	12.0	5.0	5.0	9.0	1.0	-
60 – 69	10.0	6.0	5.0	1.0	1.0	3.0	-	-	8.0	2.0	2.0	-	-	6.0	-	-
70 и более	8.0	3.0	2.0	1.0	-	5.0	-	-	6.0	1.0	1.0	-	-	5.0	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Негидальцы	120.0	55.0	40.0	15.0	57.0	2.0	5.0	1.0	149.0	81.0	58.0	23.0	30.0	28.0	10.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	5.0	-	-	-	4.0	-	-	1.0	4.0	-	-	-	4.0	-	-	-
18 – 19	11.0	-	-	-	11.0	-	-	-	7.0	2.0	1.0	1.0	5.0	-	-	-
20 – 29	39.0	15.0	10.0	5.0	24.0	-	-	-	27.0	17.0	9.0	8.0	9.0	-	1.0	-
30 – 39	22.0	14.0	9.0	5.0	7.0	-	1.0	-	30.0	18.0	15.0	3.0	5.0	4.0	3.0	-
40 – 49	28.0	17.0	14.0	3.0	8.0	-	3.0	-	36.0	26.0	20.0	6.0	3.0	4.0	3.0	-
50 – 59	9.0	6.0	5.0	1.0	2.0	1.0	-	-	19.0	13.0	9.0	4.0	2.0	3.0	1.0	-
60 – 69	2.0	1.0	1.0	-	1.0	-	-	-	16.0	4.0	3.0	1.0	1.0	10.0	1.0	-
70 и более	4.0	2.0	1.0	1.0	-	1.0	1.0	-	10.0	1.0	1.0	-	1.0	7.0	1.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ненцы	9117.0	4841.0	3952.0	889.0	3685.0	391.0	172.0	28.0	10491.0	5741.0	4649.0	1092.0	2844.0	1614.0	260.0	32.0
в том числе в возрасте, лет:																
до 16	1.0	1.0	1.0	-		-	-		1.0	1.0	-	1.0		-	-	
16 – 17	732.0	-	-	-	718.0	-	-	14.0	700.0	35.0	7.0	28.0	651.0	-	-	14.0
18 – 19	531.0	15.0	7.0	8.0	514.0	-	-	2.0	521.0	115.0	52.0	63.0	405.0	-	-	1.0
20 – 29	2382.0	853.0	554.0	299.0	1495.0	5.0	22.0	7.0	2395.0	1340.0	953.0	387.0	978.0	39.0	32.0	6.0
30 – 39	2118.0	1496.0	1196.0	300.0	529.0	34.0	57.0	2.0	2393.0	1748.0	1455.0	293.0	386.0	167.0	90.0	2.0
40 – 49	1760.0	1339.0	1166.0	173.0	294.0	66.0	61.0	-	2108.0	1496.0	1293.0	203.0	223.0	291.0	97.0	1.0
50 – 59	772.0	598.0	537.0	61.0	89.0	60.0	25.0	-	965.0	570.0	492.0	78.0	100.0	267.0	27.0	1.0
60 – 69	474.0	328.0	305.0	23.0	29.0	110.0	6.0	1.0	797.0	295.0	275.0	20.0	60.0	430.0	12.0	-
70 и более	330.0	204.0	180.0	24.0	10.0	115.0	1.0	-	585.0	127.0	110.0	17.0	36.0	418.0	2.0	2.0
возраст не указан	17.0	7.0	6.0	1.0	7.0	1.0	-	2.0	26.0	14.0	12.0	2.0	5.0	2.0	-	5.0
Нивхи	796.0	386.0	236.0	150.0	331.0	33.0	43.0	3.0	933.0	484.0	281.0	203.0	270.0	120.0	58.0	1.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	62.0	-	-	-	60.0	-	1.0	1.0	51.0	5.0	2.0	3.0	46.0	-	-	-
